ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,Phi2,Result
0.3,7.0,0.9,10.0,0.221703217,19.953289530000003
0.7,0.07,0.1,0.1,0.185718459,1.8571845900000001
0.7,0.07,0.1,0.5,0.375805758,3.75805758
0.7,0.07,0.1,1.0,0.419938834,4.1993883400000005
0.7,0.07,0.1,4.0,0.515641168,5.156411680000001
0.7,0.07,0.1,6.0,0.56518628,5.651862800000001
0.7,0.07,0.1,8.0,0.612915416,6.12915416
0.7,0.07,0.1,10.0,0.659484257,6.594842570000001
0.7,0.07,0.3,0.1,0.098467186,2.95401558
0.7,0.07,0.3,0.5,0.134029919,4.02089757
0.7,0.07,0.3,1.0,0.144438224,4.33314672
0.7,0.07,0.3,4.0,0.174962538,5.24887614
0.7,0.07,0.3,6.0,0.191880487,5.756414609999999
0.7,0.07,0.3,8.0,0.20847187,6.254156099999999
0.7,0.07,0.3,10.0,0.224840885,6.74522655
0.7,0.07,0.5,0.1,0.062249522,3.1124761000000003
0.7,0.07,0.5,0.5,0.081008229,4.05041145
0.7,0.07,0.5,1.0,0.086998773,4.34993865
0.7,0.07,0.5,4.0,0.105169344,5.2584672
0.7,0.07,0.5,6.0,0.115350879,5.76754395
0.7,0.07,0.5,8.0,0.125283394,6.2641697
0.7,0.07,0.5,10.0,0.135157601,6.75788005
0.7,0.07,0.7,0.1,0.045302334,3.17116338
0.7,0.07,0.7,0.5,0.058021556,4.06150892
0.7,0.07,0.7,1.0,0.062239793,4.35678551
0.7,0.07,0.7,4.0,0.075180398,5.262627859999999
0.7,0.07,0.7,6.0,0.082440267,5.77081869
0.7,0.07,0.7,8.0,0.089550425,6.26852975
0.7,0.07,0.7,10.0,0.09660962,6.7626734
0.7,0.07,0.9,0.1,0.035564923,3.20084307
0.7,0.07,0.9,0.5,0.045194257,4.06748313
0.7,0.07,0.9,1.0,0.048452612,4.3607350799999995
0.7,0.07,0.9,4.0,0.058510416,5.26593744
0.7,0.07,0.9,6.0,0.064147785,5.77330065
0.7,0.07,0.9,8.0,0.069675303,6.27077727
0.7,0.07,0.9,10.0,0.075177223,6.76595007
0.7,0.1,0.1,0.1,0.21530539,2.1530539
0.7,0.1,0.1,0.5,0.419838201,4.19838201
0.7,0.1,0.1,1.0,0.460140588,4.601405880000001
0.7,0.1,0.1,4.0,0.5582132,5.582132
0.7,0.1,0.1,6.0,0.61300276,6.1300276
0.7,0.1,0.1,8.0,0.666095741,6.66095741
0.7,0.1,0.1,10.0,0.717664229,7.17664229
0.7,0.1,0.3,0.1,0.114815773,3.4444731899999996
0.7,0.1,0.3,0.5,0.148310029,4.44930087
0.7,0.1,0.3,1.0,0.157697471,4.73092413
0.7,0.1,0.3,4.0,0.189495898,5.68487694
0.7,0.1,0.3,6.0,0.208437352,6.25312056
0.7,0.1,0.3,8.0,0.227148003,6.81444009
0.7,0.1,0.3,10.0,0.245762948,7.37288844
0.7,0.1,0.5,0.1,0.072211216,3.6105607999999996
0.7,0.1,0.5,0.5,0.089491262,4.4745631
0.7,0.1,0.5,1.0,0.094918413,4.7459206499999995
0.7,0.1,0.5,4.0,0.113909042,5.6954521
0.7,0.1,0.5,6.0,0.125283549,6.26417745
0.7,0.1,0.5,8.0,0.136529199,6.826459949999999
0.7,0.1,0.5,10.0,0.147736535,7.38682675
0.7,0.1,0.7,0.1,0.052419977,3.6693983899999996
0.7,0.1,0.7,0.5,0.064064726,4.48453082
0.7,0.1,0.7,1.0,0.067878696,4.75150872
0.7,0.1,0.7,4.0,0.081418799,5.69931593
0.7,0.1,0.7,6.0,0.0895481,6.268367
0.7,0.1,0.7,8.0,0.097594836,6.831638519999999
0.7,0.1,0.7,10.0,0.105583966,7.3908776199999995
0.7,0.1,0.9,0.1,0.041104616,3.69941544
0.7,0.1,0.9,0.5,0.049876204,4.48885836
0.7,0.1,0.9,1.0,0.052837793,4.75540137
0.7,0.1,0.9,4.0,0.063346119,5.70115071
0.7,0.1,0.9,6.0,0.069677701,6.27099309
0.7,0.1,0.9,8.0,0.075928358,6.83355222
0.7,0.1,0.9,10.0,0.082157181,7.39414629
0.7,1.0,0.1,0.1,0.316440728,3.16440728
0.7,1.0,0.1,0.5,0.50610489,5.061048900000001
0.7,1.0,0.1,1.0,0.538978649,5.3897864900000005
0.7,1.0,0.1,4.0,0.703610137,7.03610137
0.7,1.0,0.1,6.0,0.801301149,8.01301149
0.7,1.0,0.1,8.0,0.879238811,8.792388110000001
0.7,1.0,0.1,10.0,0.927996559,9.27996559
0.7,1.0,0.3,0.1,0.161088354,4.832650619999999
0.7,1.0,0.3,0.5,0.174091514,5.22274542
0.7,1.0,0.3,1.0,0.184308412,5.52925236
0.7,1.0,0.3,4.0,0.243202083,7.296062490000001
0.7,1.0,0.3,6.0,0.282256475,8.467694250000001
0.7,1.0,0.3,8.0,0.321259507,9.637785209999999
0.7,1.0,0.3,10.0,0.360227972,10.806839159999999
0.7,1.0,0.5,0.1,0.097973778,4.8986889
0.7,1.0,0.5,0.5,0.104775571,5.23877855
0.7,1.0,0.5,1.0,0.110874537,5.54372685
0.7,1.0,0.5,4.0,0.146301526,7.315076299999999
0.7,1.0,0.5,6.0,0.169825553,8.491277649999999
0.7,1.0,0.5,8.0,0.193336901,9.666845050000001
0.7,1.0,0.5,10.0,0.216841246,10.842062299999998
0.7,1.0,0.7,0.1,0.070268298,4.91878086
0.7,1.0,0.7,0.5,0.074923822,5.24466754
0.7,1.0,0.7,1.0,0.079273134,5.549119379999999
0.7,1.0,0.7,4.0,0.104601171,7.322081969999999
0.7,1.0,0.7,6.0,0.12142157,8.4995099
0.7,1.0,0.7,8.0,0.138237536,9.676627519999998
0.7,1.0,0.7,10.0,0.155055007,10.85385049
0.7,1.0,0.9,0.1,0.054765748,4.92891732
0.7,1.0,0.9,0.5,0.058311677,5.24805093
0.7,1.0,0.9,1.0,0.061689847,5.5520862300000005
0.7,1.0,0.9,4.0,0.081394524,7.32550716
0.7,1.0,0.9,6.0,0.094487359,8.50386231
0.7,1.0,0.9,8.0,0.107579377,9.68214393
0.7,1.0,0.9,10.0,0.120657524,10.85917716
0.7,3.0,0.1,0.1,0.321161832,3.2116183200000004
0.7,3.0,0.1,0.5,0.516365626,5.163656260000001
0.7,3.0,0.1,1.0,0.559247922,5.5924792199999995
0.7,3.0,0.1,4.0,0.776859764,7.768597640000001
0.7,3.0,0.1,6.0,0.879499674,8.79499674
0.7,3.0,0.1,8.0,0.932905092,9.32905092
0.7,3.0,0.1,10.0,0.956860662,9.56860662
0.7,3.0,0.3,0.1,0.164971456,4.94914368
0.7,3.0,0.3,0.5,0.178947668,5.368430040000001
0.7,3.0,0.3,1.0,0.193198752,5.7959625599999995
0.7,3.0,0.3,4.0,0.277404521,8.32213563
0.7,3.0,0.3,6.0,0.333334957,10.00004871
0.7,3.0,0.3,8.0,0.389141295,11.674238849999998
0.7,3.0,0.3,10.0,0.444781412,13.34344236
0.7,3.0,0.5,0.1,0.100072688,5.0036344
0.7,3.0,0.5,0.5,0.10778486,5.389243
0.7,3.0,0.5,1.0,0.116333394,5.8166697
0.7,3.0,0.5,4.0,0.16709249,8.3546245
0.7,3.0,0.5,6.0,0.200878563,10.043928150000001
0.7,3.0,0.5,8.0,0.234644773,11.73223865
0.7,3.0,0.5,10.0,0.268392654,13.419632700000001
0.7,3.0,0.7,0.1,0.071725998,5.02081986
0.7,3.0,0.7,0.5,0.077103725,5.39726075
0.7,3.0,0.7,1.0,0.083207374,5.824516179999999
0.7,3.0,0.7,4.0,0.119519068,8.366334759999999
0.7,3.0,0.7,6.0,0.143696502,10.05875514
0.7,3.0,0.7,8.0,0.167868833,11.750818309999998
0.7,3.0,0.7,10.0,0.19203221,13.4422547
0.7,3.0,0.9,0.1,0.055880495,5.0292445500000005
0.7,3.0,0.9,0.5,0.060013754,5.40123786
0.7,3.0,0.9,1.0,0.064765901,5.82893109
0.7,3.0,0.9,4.0,0.093026765,8.37240885
0.7,3.0,0.9,6.0,0.111849262,10.06643358
0.7,3.0,0.9,8.0,0.130666568,11.759991120000002
0.7,3.0,0.9,10.0,0.149481182,13.453306379999999
0.7,5.0,0.1,0.1,0.321895332,3.2189533200000002
0.7,5.0,0.1,0.5,0.520940571,5.20940571
0.7,5.0,0.1,1.0,0.570089597,5.70089597
0.7,5.0,0.1,4.0,0.811698635,8.11698635
0.7,5.0,0.1,6.0,0.904779829,9.047798290000001
0.7,5.0,0.1,8.0,0.94510183,9.451018300000001
0.7,5.0,0.1,10.0,0.962969967,9.62969967
0.7,5.0,0.3,0.1,0.165937943,4.9781382899999995
0.7,5.0,0.3,0.5,0.181495272,5.444858160000001
0.7,5.0,0.3,1.0,0.198292013,5.9487603899999995
0.7,5.0,0.3,4.0,0.297914891,8.93744673
0.7,5.0,0.3,6.0,0.364052661,10.92157983
0.7,5.0,0.3,8.0,0.429949018,12.898470540000002
0.7,5.0,0.3,10.0,0.495526702,14.86580106
0.7,5.0,0.5,0.1,0.100644515,5.03222575
0.7,5.0,0.5,0.5,0.109381975,5.469098750000001
0.7,5.0,0.5,1.0,0.119476328,5.9738164000000005
0.7,5.0,0.5,4.0,0.179612458,8.9806229
0.7,5.0,0.5,6.0,0.219644472,10.982223600000001
0.7,5.0,0.5,8.0,0.259651978,12.982598900000001
0.7,5.0,0.5,10.0,0.299618789,14.98093945
0.7,5.0,0.7,0.1,0.072133853,5.04936971
0.7,5.0,0.7,0.5,0.078261324,5.478292679999999
0.7,5.0,0.7,1.0,0.085475621,5.98329347
0.7,5.0,0.7,4.0,0.128508774,8.995614179999999
0.7,5.0,0.7,6.0,0.157173398,11.002137859999998
0.7,5.0,0.7,8.0,0.185830863,13.00816041
0.7,5.0,0.7,10.0,0.214473235,15.01312645
0.7,5.0,0.9,0.1,0.056199678,5.05797102
0.7,5.0,0.9,0.5,0.060924891,5.48324019
0.7,5.0,0.9,1.0,0.06653788,5.9884091999999995
0.7,5.0,0.9,4.0,0.100038595,9.003473549999999
0.7,5.0,0.9,6.0,0.122356801,11.01211209
0.7,5.0,0.9,8.0,0.144671605,13.020444450000001
0.7,5.0,0.9,10.0,0.166981832,15.02836488
0.7,7.0,0.1,0.1,0.322185383,3.22185383
0.7,7.0,0.1,0.5,0.524126004,5.24126004
0.7,7.0,0.1,1.0,0.577950693,5.77950693
0.7,7.0,0.1,4.0,0.833237052,8.33237052
0.7,7.0,0.1,6.0,0.917081748,9.17081748
0.7,7.0,0.1,8.0,0.950667664,9.50667664
0.7,7.0,0.1,10.0,0.965836106,9.65836106
0.7,7.0,0.3,0.1,0.166448111,4.993443330000001
0.7,7.0,0.3,0.5,0.183372278,5.5011683399999995
0.7,7.0,0.3,1.0,0.202116316,6.063489479999999
0.7,7.0,0.3,4.0,0.313454803,9.40364409
0.7,7.0,0.3,6.0,0.387306315,11.61918945
0.7,7.0,0.3,8.0,0.460790217,13.823706510000001
0.7,7.0,0.3,10.0,0.533750668,16.01252004
0.7,7.0,0.5,0.1,0.100965759,5.04828795
0.7,7.0,0.5,0.5,0.11056384,5.528192
0.7,7.0,0.5,1.0,0.121840612,6.0920306
0.7,7.0,0.5,4.0,0.189124411,9.45622055
0.7,7.0,0.5,6.0,0.233909171,11.69545855
0.7,7.0,0.5,8.0,0.278652973,13.93264865
0.7,7.0,0.5,10.0,0.323350462,16.1675231
0.7,7.0,0.7,0.1,0.07236963,5.0658741
0.7,7.0,0.7,0.5,0.079119964,5.5383974799999995
0.7,7.0,0.7,1.0,0.087182232,6.102756239999999
0.7,7.0,0.7,4.0,0.135343148,9.474020359999999
0.7,7.0,0.7,6.0,0.167425955,11.719816849999997
0.7,7.0,0.7,8.0,0.199492235,13.964456449999998
0.7,7.0,0.7,10.0,0.231552926,16.208704819999998
0.7,7.0,0.9,0.1,0.056385494,5.07469446
0.7,7.0,0.9,0.5,0.061598706,5.54388354
0.7,7.0,0.9,1.0,0.067870911,6.108381990000001
0.7,7.0,0.9,4.0,0.105368773,9.48318957
0.7,7.0,0.9,6.0,0.130352759,11.73174831
0.7,7.0,0.9,8.0,0.155333006,13.97997054
0.7,7.0,0.9,10.0,0.180301975,16.227177750000003
0.9,0.07,0.1,0.1,0.16715531,1.6715531000000001
0.9,0.07,0.1,0.5,0.337970047,3.37970047
0.9,0.07,0.1,1.0,0.381578603,3.8157860300000004
0.9,0.07,0.1,4.0,0.473890204,4.73890204
0.9,0.07,0.1,6.0,0.519435886,5.19435886
0.9,0.07,0.1,8.0,0.563041851,5.630418510000001
0.9,0.07,0.1,10.0,0.605622702,6.056227020000001
0.9,0.07,0.3,0.1,0.086302202,2.5890660599999995
0.9,0.07,0.3,0.5,0.120674878,3.6202463399999996
0.9,0.07,0.3,1.0,0.131210995,3.93632985
0.9,0.07,0.3,4.0,0.160603058,4.81809174
0.9,0.07,0.3,6.0,0.176022495,5.2806748500000005
0.9,0.07,0.3,8.0,0.190984612,5.72953836
0.9,0.07,0.3,10.0,0.205735357,6.17206071
0.9,0.07,0.5,0.1,0.054594585,2.72972925
0.9,0.07,0.5,0.5,0.072990716,3.6495357999999998
0.9,0.07,0.5,1.0,0.079063979,3.9531989500000004
0.9,0.07,0.5,4.0,0.096555446,4.8277723
0.9,0.07,0.5,6.0,0.105804293,5.290214649999999
0.9,0.07,0.5,8.0,0.114791738,5.7395869
0.9,0.07,0.5,10.0,0.123658643,6.18293215
0.9,0.07,0.7,0.1,0.039753268,2.78272876
0.9,0.07,0.7,0.5,0.052292637,3.6604845900000003
0.9,0.07,0.7,1.0,0.056563266,3.9594286199999997
0.9,0.07,0.7,4.0,0.069015929,4.83111503
0.9,0.07,0.7,6.0,0.075636451,5.294551569999999
0.9,0.07,0.7,8.0,0.082062204,5.74435428
0.9,0.07,0.7,10.0,0.088403582,6.188250739999999
0.9,0.07,0.9,0.1,0.031225438,2.81028942
0.9,0.07,0.9,0.5,0.040745492,3.66709428
0.9,0.07,0.9,1.0,0.044037875,3.9634087499999997
0.9,0.07,0.9,4.0,0.053703339,4.833300510000001
0.9,0.07,0.9,6.0,0.058841856,5.295767039999999
0.9,0.07,0.9,8.0,0.0638346,5.745114
0.9,0.07,0.9,10.0,0.068783255,6.19049295
0.9,0.1,0.1,0.1,0.194161206,1.9416120600000002
0.9,0.1,0.1,0.5,0.390107724,3.9010772400000002
0.9,0.1,0.1,1.0,0.433553143,4.3355314300000005
0.9,0.1,0.1,4.0,0.530046256,5.30046256
0.9,0.1,0.1,6.0,0.581150119,5.81150119
0.9,0.1,0.1,8.0,0.630491906,6.304919060000001
0.9,0.1,0.1,10.0,0.678588912,6.785889120000001
0.9,0.1,0.3,0.1,0.103443384,3.10330152
0.9,0.1,0.3,0.5,0.138835186,4.16505558
0.9,0.1,0.3,1.0,0.149004999,4.4701499700000005
0.9,0.1,0.3,4.0,0.179878357,5.396350709999999
0.9,0.1,0.3,6.0,0.197415462,5.922463860000001
0.9,0.1,0.3,8.0,0.214616162,6.43848486
0.9,0.1,0.3,10.0,0.231677429,6.950322869999999
0.9,0.1,0.5,0.1,0.065335641,3.2667820499999998
0.9,0.1,0.5,0.5,0.083875106,4.1937553
0.9,0.1,0.5,1.0,0.089730641,4.48653205
0.9,0.1,0.5,4.0,0.108141804,5.4070902
0.9,0.1,0.5,6.0,0.11865792,5.932896
0.9,0.1,0.5,8.0,0.129008233,6.45041165
0.9,0.1,0.5,10.0,0.13926075,6.9630374999999995
0.9,0.1,0.7,0.1,0.047513341,3.3259338699999996
0.9,0.1,0.7,0.5,0.060059167,4.204141689999999
0.9,0.1,0.7,1.0,0.064195731,4.4937011700000005
0.9,0.1,0.7,4.0,0.07730511,5.4113577
0.9,0.1,0.7,6.0,0.084811386,5.936797019999999
0.9,0.1,0.7,8.0,0.092198173,6.453872109999999
0.9,0.1,0.7,10.0,0.099544464,6.968112479999999
0.9,0.1,0.9,0.1,0.037300531,3.3570477899999998
0.9,0.1,0.9,0.5,0.046777338,4.20996042
0.9,0.1,0.9,1.0,0.049968159,4.49713431
0.9,0.1,0.9,4.0,0.060149752,5.41347768
0.9,0.1,0.9,6.0,0.066003101,5.94027909
0.9,0.1,0.9,8.0,0.071752569,6.45773121
0.9,0.1,0.9,10.0,0.077453815,6.97084335
0.9,1.0,0.1,0.1,0.313954135,3.1395413500000005
0.9,1.0,0.1,0.5,0.503204737,5.032047370000001
0.9,1.0,0.1,1.0,0.534525823,5.34525823
0.9,1.0,0.1,4.0,0.688198757,6.881987570000001
0.9,1.0,0.1,6.0,0.781415447,7.814154470000001
0.9,1.0,0.1,8.0,0.860484124,8.604841239999999
0.9,1.0,0.1,10.0,0.915610615,9.15610615
0.9,1.0,0.3,0.1,0.159528683,4.78586049
0.9,1.0,0.3,0.5,0.172949242,5.18847726
0.9,1.0,0.3,1.0,0.182493934,5.47481802
0.9,1.0,0.3,4.0,0.236841283,7.1052384900000005
0.9,1.0,0.3,6.0,0.272836465,8.185093949999999
0.9,1.0,0.3,8.0,0.308784163,9.26352489
0.9,1.0,0.3,10.0,0.344695622,10.34086866
0.9,1.0,0.5,0.1,0.097145673,4.85728365
0.9,1.0,0.5,0.5,0.104072569,5.20362845
0.9,1.0,0.5,1.0,0.109762429,5.4881214499999995
0.9,1.0,0.5,4.0,0.142446507,7.12232535
0.9,1.0,0.5,6.0,0.164122882,8.2061441
0.9,1.0,0.5,8.0,0.185776255,9.28881275
0.9,1.0,0.5,10.0,0.207420603,10.371030150000001
0.9,1.0,0.7,0.1,0.069705099,4.87935693
0.9,1.0,0.7,0.5,0.074420457,5.209431989999999
0.9,1.0,0.7,1.0,0.078474469,5.49321283
0.9,1.0,0.7,4.0,0.101835236,7.128466519999998
0.9,1.0,0.7,6.0,0.117332446,8.21327122
0.9,1.0,0.7,8.0,0.13281979,9.2973853
0.9,1.0,0.7,10.0,0.148303257,10.38122799
0.9,1.0,0.9,0.1,0.054334166,4.890074940000001
0.9,1.0,0.9,0.5,0.057919934,5.21279406
0.9,1.0,0.9,1.0,0.061067824,5.496104160000001
0.9,1.0,0.9,4.0,0.079240563,7.131650670000001
0.9,1.0,0.9,6.0,0.091299311,8.21693799
0.9,1.0,0.9,8.0,0.103353867,9.30184803
0.9,1.0,0.9,10.0,0.115404055,10.38636495
0.9,3.0,0.1,0.1,0.3205908,3.2059080000000004
0.9,3.0,0.1,0.5,0.514157302,5.14157302
0.9,3.0,0.1,1.0,0.554325148,5.54325148
0.9,3.0,0.1,4.0,0.75951083,7.595108300000001
0.9,3.0,0.1,6.0,0.863990736,8.63990736
0.9,3.0,0.1,8.0,0.924525309,9.24525309
0.9,3.0,0.1,10.0,0.95269783,9.5269783
0.9,3.0,0.3,0.1,0.164361786,4.930853580000001
0.9,3.0,0.3,0.5,0.177791937,5.333758110000001
0.9,3.0,0.3,1.0,0.190958294,5.72874882
0.9,3.0,0.3,4.0,0.26850204,8.055061199999999
0.9,3.0,0.3,6.0,0.320011765,9.60035295
0.9,3.0,0.3,8.0,0.37142318,11.142695400000001
0.9,3.0,0.3,10.0,0.422716396,12.681491879999998
0.9,3.0,0.5,0.1,0.09972991,4.9864955
0.9,3.0,0.5,0.5,0.107063357,5.35316785
0.9,3.0,0.5,1.0,0.11495475,5.7477374999999995
0.9,3.0,0.5,4.0,0.161675365,8.083768249999999
0.9,3.0,0.5,6.0,0.192759931,9.63799655
0.9,3.0,0.5,8.0,0.223834142,11.1917071
0.9,3.0,0.5,10.0,0.254890918,12.7445459
0.9,3.0,0.7,0.1,0.071484172,5.00389204
0.9,3.0,0.7,0.5,0.076580378,5.36062646
0.9,3.0,0.7,1.0,0.082212439,5.7548707299999995
0.9,3.0,0.7,4.0,0.115625663,8.09379641
0.9,3.0,0.7,6.0,0.137872939,9.65110573
0.9,3.0,0.7,8.0,0.160108317,11.20758219
0.9,3.0,0.7,10.0,0.182344165,12.76409155
0.9,3.0,0.9,0.1,0.055692246,5.01230214
0.9,3.0,0.9,0.5,0.059606594,5.36459346
0.9,3.0,0.9,1.0,0.063988112,5.75893008
0.9,3.0,0.9,4.0,0.089990564,8.09915076
0.9,3.0,0.9,6.0,0.107303338,9.65730042
0.9,3.0,0.9,8.0,0.124614755,11.215327949999999
0.9,3.0,0.9,10.0,0.141925445,12.773290050000002
0.9,5.0,0.1,0.1,0.321590677,3.21590677
0.9,5.0,0.1,0.5,0.518662052,5.186620520000001
0.9,5.0,0.1,1.0,0.564602868,5.646028680000001
0.9,5.0,0.1,4.0,0.794740564,7.94740564
0.9,5.0,0.1,6.0,0.893400105,8.93400105
0.9,5.0,0.1,8.0,0.93978387,9.3978387
0.9,5.0,0.1,10.0,0.960286981,9.60286981
0.9,5.0,0.3,0.1,0.165497705,4.964931149999999
0.9,5.0,0.3,0.5,0.180203771,5.4061131300000005
0.9,5.0,0.3,1.0,0.195688039,5.87064117
0.9,5.0,0.3,4.0,0.287390727,8.62172181
0.9,5.0,0.3,6.0,0.348293924,10.44881772
0.9,5.0,0.3,8.0,0.409021506,12.270645179999999
0.9,5.0,0.3,10.0,0.469524774,14.08574322
0.9,5.0,0.5,0.1,0.100380822,5.0190411
0.9,5.0,0.5,0.5,0.108572481,5.42862405
0.9,5.0,0.5,1.0,0.117869063,5.89345315
0.9,5.0,0.5,4.0,0.173186352,8.6593176
0.9,5.0,0.5,6.0,0.210008891,10.500444550000001
0.9,5.0,0.5,8.0,0.246810893,12.34054465
0.9,5.0,0.5,10.0,0.283585384,14.1792692
0.9,5.0,0.7,0.1,0.071943889,5.036072229999999
0.9,5.0,0.7,0.5,0.077674511,5.43721577
0.9,5.0,0.7,1.0,0.084317366,5.90221562
0.9,5.0,0.7,4.0,0.123896158,8.67273106
0.9,5.0,0.7,6.0,0.150254301,10.51780107
0.9,5.0,0.7,8.0,0.176606611,12.362462769999999
0.9,5.0,0.7,10.0,0.202945276,14.20616932
0.9,5.0,0.9,0.1,0.056049658,5.04446922
0.9,5.0,0.9,0.5,0.060461717,5.44155453
0.9,5.0,0.9,1.0,0.065630196,5.90671764
0.9,5.0,0.9,4.0,0.096435265,8.679173850000002
0.9,5.0,0.9,6.0,0.116956902,10.52612118
0.9,5.0,0.9,8.0,0.137474522,12.372706979999998
0.9,5.0,0.9,10.0,0.157990798,14.219171819999998
0.9,7.0,0.1,0.1,0.321980038,3.2198003800000006
0.9,7.0,0.1,0.5,0.521730054,5.217300540000001
0.9,7.0,0.1,1.0,0.57202121,5.7202120999999995
0.9,7.0,0.1,4.0,0.817302486,8.17302486
0.9,7.0,0.1,6.0,0.908193627,9.08193627
0.9,7.0,0.1,8.0,0.946659569,9.466595690000002
0.9,7.0,0.1,10.0,0.963765011,9.637650110000001
0.9,7.0,0.3,0.1,0.166072708,4.982181240000001
0.9,7.0,0.3,0.5,0.181952764,5.45858292
0.9,7.0,0.3,1.0,0.199220463,5.976613889999999
0.9,7.0,0.3,4.0,0.301683742,9.050512259999998
0.9,7.0,0.3,6.0,0.369693385,11.09080155
0.9,7.0,0.3,8.0,0.437440431,13.12321293
0.9,7.0,0.3,10.0,0.504823051,15.144691530000001
0.9,7.0,0.5,0.1,0.100727861,5.03639305
0.9,7.0,0.5,0.5,0.109669696,5.4834848
0.9,7.0,0.5,1.0,0.120049269,6.00246345
0.9,7.0,0.5,4.0,0.181917648,9.095882399999999
0.9,7.0,0.5,6.0,0.223102306,11.1551153
0.9,7.0,0.5,8.0,0.264254058,13.2127029
0.9,7.0,0.5,10.0,0.305368634,15.2684317
0.9,7.0,0.7,0.1,0.072195484,5.0536838799999995
0.9,7.0,0.7,0.5,0.078472952,5.493106639999999
0.9,7.0,0.7,1.0,0.085890179,6.01231253
0.9,7.0,0.7,4.0,0.130166023,9.11162161
0.9,7.0,0.7,6.0,0.159656349,11.17594443
0.9,7.0,0.7,8.0,0.189142941,13.24000587
0.9,7.0,0.7,10.0,0.218613391,15.302937369999997
0.9,7.0,0.9,0.1,0.056248224,5.06234016
0.9,7.0,0.9,0.5,0.061089107,5.49801963
0.9,7.0,0.9,1.0,0.06685918,6.0173262
0.9,7.0,0.9,4.0,0.101331447,9.11983023
0.9,7.0,0.9,6.0,0.124291374,11.18622366
0.9,7.0,0.9,8.0,0.147257485,13.253173649999999
0.9,7.0,0.9,10.0,0.170207868,15.318708120000002
