ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2_initial,Phi2
0.7,0.07,0.1,0.1,420,0.558180806,0.419938834
0.7,0.07,0.1,0.5,421,0.558445546,0.558180806
0.7,0.07,0.1,1,422,0.5597287,0.558445546
0.7,0.07,0.1,4,423,0.560594346,0.5597287
0.7,0.07,0.1,6,424,0.561464989,0.560594346
0.7,0.07,0.1,8,425,0.562331327,0.561464989
0.7,0.07,0.1,10,426,0.144438224,0.562331327
0.7,0.07,0.3,0.1,427,0.239071048,0.144438224
0.7,0.07,0.3,0.5,428,0.241179481,0.239071048
0.7,0.07,0.3,1,429,0.242581553,0.241179481
0.7,0.07,0.3,4,430,0.243135051,0.242581553
0.7,0.07,0.3,6,431,0.243539641,0.243135051
0.7,0.07,0.3,8,432,0.244056951,0.243539641
0.7,0.07,0.3,10,433,0.086998773,0.244056951
0.7,0.07,0.5,0.1,434,0.143939644,0.086998773
0.7,0.07,0.5,0.5,435,0.145264728,0.143939644
0.7,0.07,0.5,1,436,0.146122005,0.145264728
0.7,0.07,0.5,4,437,0.146516713,0.146122005
0.7,0.07,0.5,6,438,0.146765237,0.146516713
0.7,0.07,0.5,8,439,0.147100244,0.146765237
0.7,0.07,0.5,10,440,0.062239793,0.147100244
0.7,0.07,0.7,0.1,441,0.102793109,0.062239793
0.7,0.07,0.7,0.5,442,0.103670784,0.102793109
0.7,0.07,0.7,1,443,0.10432854,0.103670784
0.7,0.07,0.7,4,444,0.10455207,0.10432854
0.7,0.07,0.7,6,445,0.104844762,0.10455207
0.7,0.07,0.7,8,446,0.105066191,0.104844762
0.7,0.07,0.7,10,447,0.048452612,0.105066191
0.7,0.07,0.9,0.1,448,0.080057945,0.048452612
0.7,0.07,0.9,0.5,449,0.080705607,0.080057945
0.7,0.07,0.9,1,450,0.081202557,0.080705607
0.7,0.07,0.9,4,451,0.081420813,0.081202557
0.7,0.07,0.9,6,452,0.081610553,0.081420813
0.7,0.07,0.9,8,453,0.081800387,0.081610553
0.7,0.07,0.9,10,454,0.460140588,0.081800387
0.7,0.1,0.1,0.1,455,0.612892884,0.460140588
0.7,0.1,0.1,0.5,456,0.611498199,0.612892884
0.7,0.1,0.1,1,457,0.612176564,0.611498199
0.7,0.1,0.1,4,458,0.612989519,0.612176564
0.7,0.1,0.1,6,459,0.613829973,0.612989519
0.7,0.1,0.1,8,460,0.614680592,0.613829973
0.7,0.1,0.1,10,461,0.157697471,0.614680592
0.7,0.1,0.3,0.1,462,0.331108892,0.157697471
0.7,0.1,0.3,0.5,463,0.335640404,0.331108892
0.7,0.1,0.3,1,464,0.337585085,0.335640404
0.7,0.1,0.3,4,465,0.33820784,0.337585085
0.7,0.1,0.3,6,466,0.338836449,0.33820784
0.7,0.1,0.3,8,467,0.339417957,0.338836449
0.7,0.1,0.3,10,468,0.094918413,0.339417957
0.7,0.1,0.5,0.1,469,0.203778926,0.094918413
0.7,0.1,0.5,0.5,470,0.207273522,0.203778926
0.7,0.1,0.5,1,471,0.208718552,0.207273522
0.7,0.1,0.5,4,472,0.209114417,0.208718552
0.7,0.1,0.5,6,473,0.209508316,0.209114417
0.7,0.1,0.5,8,474,0.209967594,0.209508316
0.7,0.1,0.5,10,475,0.067878696,0.209967594
0.7,0.1,0.7,0.1,476,0.145722414,0.067878696
0.7,0.1,0.7,0.5,477,0.148099736,0.145722414
0.7,0.1,0.7,1,478,0.149145411,0.148099736
0.7,0.1,0.7,4,479,0.149466182,0.149145411
0.7,0.1,0.7,6,480,0.149802063,0.149466182
0.7,0.1,0.7,8,481,0.150130736,0.149802063
0.7,0.1,0.7,10,482,0.052837793,0.150130736
0.7,0.1,0.9,0.1,483,0.113328919,0.052837793
0.7,0.1,0.9,0.5,484,0.115073747,0.113328919
0.7,0.1,0.9,1,485,0.11589976,0.115073747
0.7,0.1,0.9,4,486,0.116176084,0.11589976
0.7,0.1,0.9,6,487,0.116468076,0.116176084
0.7,0.1,0.9,8,488,0.116672537,0.116468076
0.7,0.1,0.9,10,489,0.538978649,0.116672537
0.7,1,0.1,0.1,490,0.796185277,0.538978649
0.7,1,0.1,0.5,491,0.780334775,0.796185277
0.7,1,0.1,1,492,0.780495983,0.780334775
0.7,1,0.1,4,493,0.781143758,0.780495983
0.7,1,0.1,6,494,0.78184431,0.781143758
0.7,1,0.1,8,495,0.782566048,0.78184431
0.7,1,0.1,10,496,0.184308412,0.782566048
0.7,1,0.3,0.1,497,0.756222925,0.184308412
0.7,1,0.3,0.5,498,0.744041901,0.756222925
0.7,1,0.3,1,499,0.695458846,0.744041901
0.7,1,0.3,4,500,0.696326355,0.695458846
0.7,1,0.3,6,501,0.6972745,0.696326355
0.7,1,0.3,8,502,0.698246852,0.6972745
0.7,1,0.3,10,503,0.110874537,0.698246852
0.7,1,0.5,0.1,504,0.508517503,0.110874537
0.7,1,0.5,0.5,505,0.729586583,0.508517503
0.7,1,0.5,1,506,0.657564824,0.729586583
0.7,1,0.5,4,507,0.658318383,0.657564824
0.7,1,0.5,6,508,0.659207428,0.658318383
0.7,1,0.5,8,509,0.660140725,0.659207428
0.7,1,0.5,10,510,0.079273134,0.660140725
0.7,1,0.7,0.1,511,0.367906802,0.079273134
0.7,1,0.7,0.5,512,0.637872256,0.367906802
0.7,1,0.7,1,513,0.636731039,0.637872256
0.7,1,0.7,4,514,0.637326694,0.636731039
0.7,1,0.7,6,515,0.638140318,0.637326694
0.7,1,0.7,8,516,0.639011707,0.638140318
0.7,1,0.7,10,517,0.061689847,0.639011707
0.7,1,0.9,0.1,518,0.287499811,0.061689847
0.7,1,0.9,0.5,519,0.52107507,0.287499811
0.7,1,0.9,1,520,0.620599515,0.52107507
0.7,1,0.9,4,521,0.621028442,0.620599515
0.7,1,0.9,6,522,0.621794069,0.621028442
0.7,1,0.9,8,523,0.622634888,0.621794069
0.7,1,0.9,10,524,0.559247922,0.622634888
0.7,3,0.1,0.1,525,0.824647254,0.559247922
0.7,3,0.1,0.5,526,0.821149222,0.824647254
0.7,3,0.1,1,527,0.821351402,0.821149222
0.7,3,0.1,4,528,0.821511073,0.821351402
0.7,3,0.1,6,529,0.821686232,0.821511073
0.7,3,0.1,8,530,0.821862487,0.821686232
0.7,3,0.1,10,531,0.193198752,0.821862487
0.7,3,0.3,0.1,532,0.789413418,0.193198752
0.7,3,0.3,0.5,533,0.81213996,0.789413418
0.7,3,0.3,1,534,0.780772473,0.81213996
0.7,3,0.3,4,535,0.781243061,0.780772473
0.7,3,0.3,6,536,0.781853346,0.781243061
0.7,3,0.3,8,537,0.782538541,0.781853346
0.7,3,0.3,10,538,0.116333394,0.782538541
0.7,3,0.5,0.1,539,0.532076745,0.116333394
0.7,3,0.5,0.5,540,0.802635733,0.532076745
0.7,3,0.5,1,541,0.743553296,0.802635733
0.7,3,0.5,4,542,0.744117715,0.743553296
0.7,3,0.5,6,543,0.744917037,0.744117715
0.7,3,0.5,8,544,0.745786347,0.744917037
0.7,3,0.5,10,545,0.083207374,0.745786347
0.7,3,0.7,0.1,546,0.385051028,0.083207374
0.7,3,0.7,0.5,547,0.709639153,0.385051028
0.7,3,0.7,1,548,0.716648059,0.709639153
0.7,3,0.7,4,549,0.716296319,0.716648059
0.7,3,0.7,6,550,0.717146642,0.716296319
0.7,3,0.7,8,551,0.718083776,0.717146642
0.7,3,0.7,10,552,0.064765901,0.718083776
0.7,3,0.9,0.1,553,0.30091893,0.064765901
0.7,3,0.9,0.5,554,0.573408143,0.30091893
0.7,3,0.9,1,555,0.711693087,0.573408143
0.7,3,0.9,4,556,0.695497421,0.711693087
0.7,3,0.9,6,557,0.696285826,0.695497421
0.7,3,0.9,8,558,0.697226111,0.696285826
0.7,3,0.9,10,559,0.570089597,0.697226111
0.7,5,0.1,0.1,560,0.827644769,0.570089597
0.7,5,0.1,0.5,561,0.826484712,0.827644769
0.7,5,0.1,1,562,0.826590374,0.826484712
0.7,5,0.1,4,563,0.826666472,0.826590374
0.7,5,0.1,6,564,0.826740415,0.826666472
0.7,5,0.1,8,565,0.826812288,0.826740415
0.7,5,0.1,10,566,0.198292013,0.826812288
0.7,5,0.3,0.1,567,0.794652368,0.198292013
0.7,5,0.3,0.5,568,0.821858303,0.794652368
0.7,5,0.3,1,569,0.80645564,0.821858303
0.7,5,0.3,4,570,0.80681389,0.80645564
0.7,5,0.3,6,571,0.807189132,0.80681389
0.7,5,0.3,8,572,0.80758691,0.807189132
0.7,5,0.3,10,573,0.119476328,0.80758691
0.7,5,0.5,0.1,574,0.540359857,0.119476328
0.7,5,0.5,0.5,575,0.812883508,0.540359857
0.7,5,0.5,1,576,0.780736953,0.812883508
0.7,5,0.5,4,577,0.781187899,0.780736953
0.7,5,0.5,6,578,0.781764447,0.781187899
0.7,5,0.5,8,579,0.782396967,0.781764447
0.7,5,0.5,10,580,0.085475621,0.782396967
0.7,5,0.7,0.1,581,0.391693883,0.085475621
0.7,5,0.7,0.5,582,0.721846325,0.391693883
0.7,5,0.7,1,583,0.763016821,0.721846325
0.7,5,0.7,4,584,0.757522642,0.763016821
0.7,5,0.7,6,585,0.758183137,0.757522642
0.7,5,0.7,8,586,0.758967875,0.758183137
0.7,5,0.7,10,587,0.06653788,0.758967875
0.7,5,0.9,0.1,588,0.306293673,0.06653788
0.7,5,0.9,0.5,589,0.583800829,0.306293673
0.7,5,0.9,1,590,0.763615856,0.583800829
0.7,5,0.9,4,591,0.737592029,0.763615856
0.7,5,0.9,6,592,0.738090799,0.737592029
0.7,5,0.9,8,593,0.738935497,0.738090799
0.7,5,0.9,10,594,0.577950693,0.738935497
0.7,7,0.1,0.1,595,0.828526616,0.577950693
0.7,7,0.1,0.5,596,0.828096984,0.828526616
0.7,7,0.1,1,597,0.828158512,0.828096984
0.7,7,0.1,4,598,0.828200275,0.828158512
0.7,7,0.1,6,599,0.828240973,0.828200275
0.7,7,0.1,8,600,0.828280679,0.828240973
0.7,7,0.1,10,601,0.202116316,0.828280679
0.7,7,0.3,0.1,602,0.796882498,0.202116316
0.7,7,0.3,0.5,603,0.824870124,0.796882498
0.7,7,0.3,1,604,0.816509357,0.824870124
0.7,7,0.3,4,605,0.816766996,0.816509357
0.7,7,0.3,6,606,0.817025972,0.816766996
0.7,7,0.3,8,607,0.817283783,0.817025972
0.7,7,0.3,10,608,0.121840612,0.817283783
0.7,7,0.5,0.1,609,0.545908725,0.121840612
0.7,7,0.5,0.5,610,0.816235937,0.545908725
0.7,7,0.5,1,611,0.799040611,0.816235937
0.7,7,0.5,4,612,0.799466535,0.799040611
0.7,7,0.5,6,613,0.799940648,0.799466535
0.7,7,0.5,8,614,0.800427886,0.799940648
0.7,7,0.5,10,615,0.087182232,0.800427886
0.7,7,0.7,0.1,616,0.396295313,0.087182232
0.7,7,0.7,0.5,617,0.727508136,0.396295313
0.7,7,0.7,1,618,0.788051001,0.727508136
0.7,7,0.7,4,619,0.780976644,0.788051001
0.7,7,0.7,6,620,0.781551092,0.780976644
0.7,7,0.7,8,621,0.782188356,0.781551092
0.7,7,0.7,10,622,0.067870911,0.782188356
0.7,7,0.9,0.1,623,0.310055866,0.067870911
0.7,7,0.9,0.5,624,0.589573201,0.310055866
0.7,7,0.9,1,625,0.788523705,0.589573201
0.7,7,0.9,4,626,0.763758359,0.788523705
0.7,7,0.9,6,627,0.764209825,0.763758359
0.7,7,0.9,8,628,0.764924566,0.764209825
0.7,7,0.9,10,629,0.381578603,0.764924566
0.9,0.07,0.1,0.1,630,0.489768135,0.381578603
0.9,0.07,0.1,0.5,631,0.491022831,0.489768135
0.9,0.07,0.1,1,632,0.492727136,0.491022831
0.9,0.07,0.1,4,633,0.493578426,0.492727136
0.9,0.07,0.1,6,634,0.494413264,0.493578426
0.9,0.07,0.1,8,635,0.495235451,0.494413264
0.9,0.07,0.1,10,636,0.131210995,0.495235451
0.9,0.07,0.3,0.1,637,0.187122557,0.131210995
0.9,0.07,0.3,0.5,638,0.188457193,0.187122557
0.9,0.07,0.3,1,639,0.189518474,0.188457193
0.9,0.07,0.3,4,640,0.189988317,0.189518474
0.9,0.07,0.3,6,641,0.190300393,0.189988317
0.9,0.07,0.3,8,642,0.190706248,0.190300393
0.9,0.07,0.3,10,643,0.079063979,0.190706248
0.9,0.07,0.5,0.1,644,0.112138505,0.079063979
0.9,0.07,0.5,0.5,645,0.112906248,0.112138505
0.9,0.07,0.5,1,646,0.113577135,0.112906248
0.9,0.07,0.5,4,647,0.113896378,0.113577135
0.9,0.07,0.5,6,648,0.114098683,0.113896378
0.9,0.07,0.5,8,649,0.114352953,0.114098683
0.9,0.07,0.5,10,650,0.056563266,0.114352953
0.9,0.07,0.7,0.1,651,0.080187707,0.056563266
0.9,0.07,0.7,0.5,652,0.080711425,0.080187707
0.9,0.07,0.7,1,653,0.081247529,0.080711425
0.9,0.07,0.7,4,654,0.081444143,0.081247529
0.9,0.07,0.7,6,655,0.081641298,0.081444143
0.9,0.07,0.7,8,656,0.081814477,0.081641298
0.9,0.07,0.7,10,657,0.044037875,0.081814477
0.9,0.07,0.9,0.1,658,0.062498129,0.044037875
0.9,0.07,0.9,0.5,659,0.062885883,0.062498129
0.9,0.07,0.9,1,660,0.063274065,0.062885883
0.9,0.07,0.9,4,661,0.063428312,0.063274065
0.9,0.07,0.9,6,662,0.063606075,0.063428312
0.9,0.07,0.9,8,663,0.063706557,0.063606075
0.9,0.07,0.9,10,664,0.433553143,0.063706557
0.9,0.1,0.1,0.1,665,0.579471718,0.433553143
0.9,0.1,0.1,0.5,666,0.579211108,0.579471718
0.9,0.1,0.1,1,667,0.581129567,0.579211108
0.9,0.1,0.1,4,668,0.582860379,/
0.9,0.1,0.1,6,669,0.149004999,0.581129567
0.9,0.1,0.1,8,670,0.26415741,/
0.9,0.1,0.1,10,671,0.26671147,0.582860379
0.9,0.1,0.3,0.1,672,0.268263412,0.149004999
0.9,0.1,0.3,0.5,673,0.268845153,0.26415741
0.9,0.1,0.3,1,674,0.269317531,0.26671147
0.9,0.1,0.3,4,675,0.269811941,0.268263412
0.9,0.1,0.3,6,676,0.089730641,0.268845153
0.9,0.1,0.3,8,677,0.159802301,0.269317531
0.9,0.1,0.3,10,678,0.161387907,0.269811941
0.9,0.1,0.5,0.1,679,0.162423471,0.089730641
0.9,0.1,0.5,0.5,680,0.162831229,0.159802301
0.9,0.1,0.5,1,681,0.163142761,0.161387907
0.9,0.1,0.5,4,682,0.163501472,0.162423471
0.9,0.1,0.5,6,683,0.064195731,0.162831229
0.9,0.1,0.5,8,684,0.114042285,0.163142761
0.9,0.1,0.5,10,685,0.115146258,0.163501472
0.9,0.1,0.7,0.1,686,0.11590777,0.064195731
0.9,0.1,0.7,0.5,687,0.116183069,0.114042285
0.9,0.1,0.7,1,688,0.116467358,0.115146258
0.9,0.1,0.7,4,689,0.116680772,0.11590777
0.9,0.1,0.7,6,690,0.049968159,0.116183069
0.9,0.1,0.7,8,691,0.088767126,0.116467358
0.9,0.1,0.7,10,692,0.089622746,0.116680772
0.9,0.1,0.9,0.1,693,0.090223214,0.049968159
0.9,0.1,0.9,0.5,694,0.090440525,0.088767126
0.9,0.1,0.9,1,695,0.090634034,0.089622746
0.9,0.1,0.9,4,696,0.090820398,0.090223214
0.9,0.1,0.9,6,697,0.534525823,0.090440525
0.9,0.1,0.9,8,698,0.780864439,0.090634034
0.9,0.1,0.9,10,699,0.763066611,0.090820398
0.9,1,0.1,0.1,700,0.763234526,0.534525823
0.9,1,0.1,0.5,701,0.763991245,0.780864439
0.9,1,0.1,1,702,0.764803715,0.763066611
0.9,1,0.1,4,703,0.765640052,0.763234526
0.9,1,0.1,6,704,0.182493934,0.763991245
0.9,1,0.1,8,705,0.739203716,0.764803715
0.9,1,0.1,10,706,0.717296774,0.765640052
0.9,1,0.3,0.1,707,0.67595896,0.182493934
0.9,1,0.3,0.5,708,0.676828784,0.739203716
0.9,1,0.3,1,709,0.677772604,0.717296774
0.9,1,0.3,4,710,0.678738597,0.67595896
0.9,1,0.3,6,711,0.109762429,0.676828784
0.9,1,0.3,8,712,0.499085199,0.677772604
0.9,1,0.3,10,713,0.698270425,0.678738597
0.9,1,0.5,0.1,714,0.64186824,0.109762429
0.9,1,0.5,0.5,715,0.642598256,0.499085199
0.9,1,0.5,1,716,0.643450194,0.698270425
0.9,1,0.5,4,717,0.644340773,0.64186824
0.9,1,0.5,6,718,0.078474469,0.642598256
0.9,1,0.5,8,719,0.36147513,0.643450194
0.9,1,0.5,10,720,0.603584212,0.644340773
0.9,1,0.7,0.1,721,0.620550905,0.078474469
0.9,1,0.7,0.5,722,0.621170886,0.36147513
0.9,1,0.7,1,723,0.62197593,0.603584212
0.9,1,0.7,4,724,0.622832682,0.620550905
0.9,1,0.7,6,725,0.061067824,0.621170886
0.9,1,0.7,8,726,0.282586062,0.62197593
0.9,1,0.7,10,727,0.493797796,0.622832682
0.9,1,0.9,0.1,728,0.595907751,0.061067824
0.9,1,0.9,0.5,729,0.596524252,0.282586062
0.9,1,0.9,1,730,0.597312474,0.493797796
0.9,1,0.9,4,731,0.598161963,0.595907751
0.9,1,0.9,6,732,0.554325148,0.596524252
0.9,1,0.9,8,733,0.821783545,0.597312474
0.9,1,0.9,10,734,0.816282151,0.598161963
0.9,3,0.1,0.1,735,0.816518802,0.554325148
0.9,3,0.1,0.5,736,0.816749293,0.821783545
0.9,3,0.1,1,737,0.817009684,0.816282151
0.9,3,0.1,4,738,0.817276416,0.816518802
0.9,3,0.1,6,739,0.190958294,0.816749293
0.9,3,0.1,8,740,0.785416968,0.817009684
0.9,3,0.1,10,741,0.803498438,0.817276416
0.9,3,0.3,0.1,742,0.763567116,0.190958294
0.9,3,0.3,0.5,743,0.764158667,0.785416968
0.9,3,0.3,1,744,0.76479608,0.803498438
0.9,3,0.3,4,745,0.765597242,0.763567116
0.9,3,0.3,6,746,0.11495475,0.764158667
0.9,3,0.3,8,747,0.527813004,0.76479608
0.9,3,0.3,10,748,0.793683057,0.765597242
0.9,3,0.5,0.1,749,0.722936647,0.11495475
0.9,3,0.5,0.5,750,0.723622514,0.527813004
0.9,3,0.5,1,751,0.724498019,0.793683057
0.9,3,0.5,4,752,0.725435544,0.722936647
0.9,3,0.5,6,753,0.082212439,0.723622514
0.9,3,0.5,8,754,0.381766099,0.724498019
0.9,3,0.5,10,755,0.700714981,0.725435544
0.9,3,0.7,0.1,756,0.695594592,0.082212439
0.9,3,0.7,0.5,757,0.695761491,0.381766099
0.9,3,0.7,1,758,0.696645052,0.700714981
0.9,3,0.7,4,759,0.697606397,0.695594592
0.9,3,0.7,6,760,0.063988112,0.695761491
0.9,3,0.7,8,761,0.298290567,0.696645052
0.9,3,0.7,10,762,0.566708794,0.697606397
0.9,3,0.9,0.1,763,0.682314307,0.063988112
0.9,3,0.9,0.5,764,0.676030662,0.298290567
0.9,3,0.9,1,765,0.676842928,0.566708794
0.9,3,0.9,4,766,0.677776667,0.682314307
0.9,3,0.9,6,767,0.564602868,0.676030662
0.9,3,0.9,8,768,0.826514732,0.676842928
0.9,3,0.9,10,769,0.824444602,0.677776667
0.9,5,0.1,0.1,770,0.824595728,0.564602868
0.9,5,0.1,0.5,771,0.824706958,0.826514732
0.9,5,0.1,1,772,0.8248208,0.824444602
0.9,5,0.1,4,773,0.82493253,0.824595728
0.9,5,0.1,6,774,0.195688039,0.824706958
0.9,5,0.1,8,775,0.792442303,0.8248208
0.9,5,0.1,10,776,0.818105716,0.82493253
0.9,5,0.3,0.1,777,0.795492679,0.195688039
0.9,5,0.3,0.5,778,0.795904396,0.792442303
0.9,5,0.3,1,779,0.796386969,0.818105716
0.9,5,0.3,4,780,0.796923418,0.795492679
0.9,5,0.3,6,781,0.117869063,0.795904396
0.9,5,0.3,8,782,0.536302131,0.796386969
0.9,5,0.3,10,783,0.808872391,0.796923418
0.9,5,0.5,0.1,784,0.763590371,0.117869063
0.9,5,0.5,0.5,785,0.764060943,0.536302131
0.9,5,0.5,1,786,0.764750464,0.808872391
0.9,5,0.5,4,787,0.765509642,0.763590371
0.9,5,0.5,6,788,0.084317366,0.764060943
0.9,5,0.5,8,789,0.388402047,0.764750464
0.9,5,0.5,10,790,0.716576548,0.765509642
0.9,5,0.7,0.1,791,0.739856834,0.084317366
0.9,5,0.7,0.5,792,0.737667497,0.388402047
0.9,5,0.7,1,793,0.738434417,0.716576548
0.9,5,0.7,4,794,0.739311613,0.739856834
0.9,5,0.7,6,795,0.065630196,0.737667497
0.9,5,0.7,8,796,0.30361954,0.738434417
0.9,5,0.7,10,797,0.579056561,0.739311613
0.9,5,0.9,0.1,798,0.739905763,0.065630196
0.9,5,0.9,0.5,799,0.716803539,0.30361954
0.9,5,0.9,1,800,0.717454805,0.579056561
0.9,5,0.9,4,801,0.718368502,0.739905763
0.9,5,0.9,6,802,0.57202121,0.716803539
0.9,5,0.9,8,803,0.827922676,0.717454805
0.9,5,0.9,10,804,0.82699124,0.718368502
0.9,7,0.1,0.1,805,0.827084056,0.57202121
0.9,7,0.1,0.5,806,0.827149714,0.827922676
0.9,7,0.1,1,807,0.827213489,0.82699124
0.9,7,0.1,4,808,0.827275482,0.827084056
0.9,7,0.1,6,809,0.199220463,0.827149714
0.9,7,0.1,8,810,0.795282573,0.827213489
0.9,7,0.1,10,811,0.822799178,0.827275482
0.9,7,0.3,0.1,812,0.809463229,0.199220463
0.9,7,0.3,0.5,813,0.809798745,0.795282573
0.9,7,0.3,1,814,0.810142816,0.822799178
0.9,7,0.3,4,815,0.810500158,0.809463229
0.9,7,0.3,6,816,0.120049269,0.809798745
0.9,7,0.3,8,817,0.541745728,0.810142816
0.9,7,0.3,10,818,0.813911703,0.810500158
0.9,7,0.5,0.1,819,0.785903983,0.120049269
0.9,7,0.5,0.5,820,0.7863543,0.541745728
0.9,7,0.5,1,821,0.786904482,0.813911703
0.9,7,0.5,4,822,0.787500844,0.785903983
0.9,7,0.5,6,823,0.085890179,0.7863543
0.9,7,0.5,8,824,0.392834853,0.786904482
0.9,7,0.5,10,825,0.723402044,0.787500844
0.9,7,0.7,0.1,826,0.770091608,0.085890179
0.9,7,0.7,0.5,827,0.763870389,0.392834853
0.9,7,0.7,1,828,0.764502819,0.723402044
0.9,7,0.7,4,829,0.765250223,0.770091608
0.9,7,0.7,6,830,0.06685918,0.763870389
0.9,7,0.7,8,831,0.307222559,0.764502819
0.9,7,0.7,10,832,0.585307441,0.765250223
0.9,7,0.9,0.1,833,0.770692679,0.06685918
0.9,7,0.9,0.5,834,0.744472004,0.307222559
0.9,7,0.9,1,835,0.744943765,0.585307441
0.9,7,0.9,4,836,0.745755777,0.770692679
0.9,7,0.9,6,837,,0.744472004
0.9,7,0.9,8,838,,0.744943765
0.9,7,0.9,10,839,,0.745755777
